texto,label
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
EL POLÍTICO SE COMPORTA COMO UNA RATA Y HAY QUE LINCHARLO ENTRE TODOS.,1
El político se comporta como una lacra y hay que quemar todo.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"El streamer debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Está cabrón terminar este proyecto final para el lunes.,0
"Mugroso resentido debería desaparecer, arruina la comunidad y da asco que exista.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Pinche perro es una completa mentiroso y hay que lincharlo entre todos.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
El político es una completa mentiroso y lárgate de esta plataforma.,1
El creador se comporta como una ignorante y debería desaparecer ya.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Puta madre me dolió mucho el golpe en el pie.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
EL POLÍTICO INSULTA A TODOS COMO SINVERGÜENZA Y DEBERÍAN BANEARLO YA.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
El streamer insulta a todos como rata y lárgate de esta plataforma.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
EL POLÍTICO ROBA Y ES UNA IDIOTA Y LÁRGATE DE ESTA PLATAFORMA.,1
EL CANDIDATO ROBA Y ES UNA MENTIROSO Y DEBERÍAN BANEARLO YA.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
PINCHE PERRO SE COMPORTA COMO UNA CHILLÓN Y DEBERÍAN BANEARLO YA.,1
Este ratero da asco ver que es una rata y debería desaparecer ya.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
El streamer se comporta como una imbécil y debería desaparecer ya.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Ese mentiroso debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
Los trabajadores roba y es una lacra y ojalá te pase algo malo.,1
Esa mujer es una completa plaga y nadie le cree nada.,1
"Esa basura debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
El streamer se comporta como una escoria y da asco que exista.,1
ESE USUARIO ES UNA COMPLETA IDIOTA Y LÁRGATE DE ESTA PLATAFORMA.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Gente ignorante da asco ver que es una escoria y lárgate de esta plataforma.,1
Esa basura resultó ser una rata y hay que quemar todo.,1
Ese sinvergüenza es una completa cabrón y lárgate de esta plataforma.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Usurero insulta a todos como ignorante y ojalá te pase algo malo.,1
Muchas gracias por mantenernos informados todos los días.,0
Ese sinvergüenza roba y es una cabrón y da asco que exista.,1
Esa basura no es más que una mediocre y nadie le cree nada.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Excelente video amigo muchas gracias por compartir la información.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"Gente ignorante debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Excelente video amigo muchas gracias por compartir la información.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Muchas gracias por mantenernos informados todos los días.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
A este perro mentiroso nadie le cree por chillón.,1
ESA MUJER ROBA Y ES UNA MISERABLE Y DA ASCO QUE EXISTA.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
ESTE RATERO DEMUESTRA SER UNA PENDEJA Y HAY QUE LINCHARLO ENTRE TODOS.,1
Ese mentiroso es una completa mediocre y hay que quemar todo.,1
Muchas gracias por mantenernos informados todos los días.,0
"USURERO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y ERES UN PELIGRO SOCIAL.",1
Excelente video amigo muchas gracias por compartir la información.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Este tipo demuestra ser una rata y nadie le cree nada.,1
ESTE RATERO NO ES MÁS QUE UNA IGNORANTE Y DEBERÍAN BANEARLO YA.,1
Pinche perro se comporta como una pendeja y hay que quemar todo.,1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
El creador roba y es una incompetente y lárgate de esta plataforma.,1
Usurero insulta a todos como escoria y hay que quemar todo.,1
El político no es más que una inepto y ojalá te pase algo malo.,1
Esa basura da asco ver que es una mentiroso y hay que lincharlo entre todos.,1
Este ratero roba y es una cabrón y debería desaparecer ya.,1
Ese sinvergüenza da asco ver que es una imbécil y eres un peligro social.,1
El creador insulta a todos como basura y debería desaparecer ya.,1
Gente ignorante da asco ver que es una idiota y debería desaparecer ya.,1
Los trabajadores roba y es una lacra y ojalá te pase algo malo.,1
PINCHE PERRO DA ASCO VER QUE ES UNA RATA Y DA ASCO QUE EXISTA.,1
Excelente video amigo muchas gracias por compartir la información.,0
Mugroso resentido roba y es una idiota y hay que quemar todo.,1
Este ratero se comporta como una chillón y nadie le cree nada.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
El streamer demuestra ser una mierda y nadie le cree nada.,1
Este tipo demuestra ser una pendejo y eres un peligro social.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
ESE SINVERGÜENZA ES UNA COMPLETA MIERDA Y DA ASCO QUE EXISTA.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"El streamer debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Qué buena peda nos pusimos ayer estuvo chingón.,0
"Usurero debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Qué buena peda nos pusimos ayer estuvo chingón.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"El candidato debería desaparecer, arruina la comunidad y da asco que exista.",1
Esa basura demuestra ser una miserable y hay que lincharlo entre todos.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Ese sinvergüenza roba y es una imbécil y da asco que exista.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
Ese mentiroso resultó ser una corrupto y da asco que exista.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
"Esa basura debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Esa mujer es una completa inepto y debería desaparecer ya.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Qué buena peda nos pusimos ayer estuvo chingón.,0
"Esa mujer debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
El streamer es una completa pendejo y ojalá te pase algo malo.,1
Usurero ay que quemar Elektra no comprar nada.,1
Este ratero demuestra ser una parásito y da asco que exista.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
El creador no es más que una escoria y deberían banearlo ya.,1
"El streamer debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
EL STREAMER ES UNA COMPLETA PENDEJO Y OJALÁ TE PASE ALGO MALO.,1
"Ese usuario debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"El creador debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Excelente video amigo muchas gracias por compartir la información.,0
Está cabrón terminar este proyecto final para el lunes.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Ese usuario debería desaparecer, arruina la comunidad y da asco que exista.",1
"Este tipo debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Usurero ay que quemar Elektra no comprar nada.,1
"EL CANDIDATO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y NADIE LE CREE NADA.",1
"Gente ignorante debería desaparecer, arruina la comunidad y da asco que exista.",1
ESE USUARIO DEMUESTRA SER UNA CABRÓN Y HAY QUE LINCHARLO ENTRE TODOS.,1
"El candidato debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Esa lacra es una completa mentiroso y deberían banearlo ya.,1
"El político debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"LOS TRABAJADORES DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍA DESAPARECER YA.",1
Este ratero se comporta como una imbécil y deberían banearlo ya.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Esa lacra demuestra ser una pendeja y ojalá te pase algo malo.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y da asco que exista.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Ese usuario debería desaparecer, arruina la comunidad y da asco que exista.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
El streamer da asco ver que es una escoria y ojalá te pase algo malo.,1
Este ratero se comporta como una mentiroso y debería desaparecer ya.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Ya valió madre, se cayó el sistema de la escuela otra vez. Qué dolor de cabeza, puta madre.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Esa mujer debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Ese usuario no es más que una parásito y hay que quemar todo.,1
El streamer insulta a todos como parásito y nadie le cree nada.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Qué pinche asco de persona, una verdadera basura humana.",1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Esa mujer resultó ser una pendeja y deberían banearlo ya.,1
"Este delincuente debería estar en la cárcel, escoria social.",1
ESE USUARIO RESULTÓ SER UNA IGNORANTE Y HAY QUE LINCHARLO ENTRE TODOS.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Esa mujer debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
EL STREAMER NO ES MÁS QUE UNA SINVERGÜENZA Y ERES UN PELIGRO SOCIAL.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
"Usurero debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"El streamer debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
EL CREADOR ES UNA COMPLETA MIERDA Y DA ASCO QUE EXISTA.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"El streamer debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Malditos corruptos de mierda ojalá se mueran todos.,1
"Pinche perro debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Muchas gracias por mantenernos informados todos los días.,0
Hola buenos días gracias por el gran aporte al canal.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
"El político debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Usurero no es más que una escoria y hay que quemar todo.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Esa mujer resultó ser una idiota y da asco que exista.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El candidato resultó ser una inepto y lárgate de esta plataforma.,1
Puta madre me dolió mucho el golpe en el pie.,0
Esa mujer es una completa plaga y nadie le cree nada.,1
Muchas gracias por mantenernos informados todos los días.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Qué buena peda nos pusimos ayer estuvo chingón.,0
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
El candidato resultó ser una imbécil y hay que lincharlo entre todos.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Este tipo debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Este delincuente debería estar en la cárcel, escoria social.",1
Esa basura se comporta como una inepto y debería desaparecer ya.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Muchas gracias por mantenernos informados todos los días.,0
El político resultó ser una plaga y ojalá te pase algo malo.,1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Ese usuario insulta a todos como cabrón y da asco que exista.,1
"Esa lacra debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Hola buenos días gracias por el gran aporte al canal.,0
Hola buenos días gracias por el gran aporte al canal.,0
Muchas gracias por mantenernos informados todos los días.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Este delincuente debería estar en la cárcel, escoria social.",1
ESTE RATERO RESULTÓ SER UNA MANOSO Y ERES UN PELIGRO SOCIAL.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Usurero resultó ser una idiota y deberían banearlo ya.,1
Usurero ay que quemar Elektra no comprar nada.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Muchas gracias por mantenernos informados todos los días.,0
ESE USUARIO INSULTA A TODOS COMO INEPTO Y DA ASCO QUE EXISTA.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Ese usuario demuestra ser una manoso y hay que quemar todo.,1
Hola buenos días gracias por el gran aporte al canal.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
El candidato roba y es una mentiroso y deberían banearlo ya.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Excelente video amigo muchas gracias por compartir la información.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"Este tipo debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Muchas gracias por mantenernos informados todos los días.,0
EL CREADOR SE COMPORTA COMO UNA RATA Y DEBERÍAN BANEARLO YA.,1
Ese usuario resultó ser una incompetente y da asco que exista.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Qué pinche asco de persona, una verdadera basura humana.",1
"El candidato debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Ese mentiroso debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Muchas gracias por mantenernos informados todos los días.,0
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
El streamer insulta a todos como parásito y nadie le cree nada.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"Esa basura debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"EL CANDIDATO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
Hola buenos días gracias por el gran aporte al canal.,0
Este ratero roba y es una cabrón y debería desaparecer ya.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
El candidato es una completa rata y hay que quemar todo.,1
"El político debería desaparecer, arruina la comunidad y eres un peligro social.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
El candidato roba y es una ratero y da asco que exista.,1
Este ratero es una completa miserable y hay que quemar todo.,1
El creador no es más que una imbécil y lárgate de esta plataforma.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Esa lacra roba y es una miserable y hay que quemar todo.,1
Excelente video amigo muchas gracias por compartir la información.,0
Mugroso resentido roba y es una mediocre y nadie le cree nada.,1
GENTE IGNORANTE ES UNA COMPLETA MISERABLE Y OJALÁ TE PASE ALGO MALO.,1
Gente ignorante no es más que una mentiroso y debería desaparecer ya.,1
El candidato insulta a todos como corrupto y deberían banearlo ya.,1
Ese usuario insulta a todos como mentiroso y lárgate de esta plataforma.,1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"El streamer debería desaparecer, arruina la comunidad y eres un peligro social.",1
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
El creador da asco ver que es una sinvergüenza y deberían banearlo ya.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez. Qué dolor de cabeza, puta madre.",0
Usurero se comporta como una pendejo y ojalá te pase algo malo.,1
Hola buenos días gracias por el gran aporte al canal.,0
ESE USUARIO ROBA Y ES UNA MANOSO Y OJALÁ TE PASE ALGO MALO.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Este tipo insulta a todos como rata y deberían banearlo ya.,1
Esa lacra roba y es una basura y debería desaparecer ya.,1
El creador resultó ser una mediocre y lárgate de esta plataforma.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
EL POLÍTICO ES UNA COMPLETA PENDEJO Y NADIE LE CREE NADA.,1
Muchas gracias por mantenernos informados todos los días.,0
"ESA MUJER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y ERES UN PELIGRO SOCIAL.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
Los trabajadores da asco ver que es una mediocre y debería desaparecer ya.,1
Excelente video amigo muchas gracias por compartir la información.,0
Esa mujer no es más que una chillón y deberían banearlo ya.,1
Este tipo no es más que una rata y hay que lincharlo entre todos.,1
"Esa mujer debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"ESA LACRA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
"Este tipo debería desaparecer, arruina la comunidad y nadie le cree nada.",1
ESE SINVERGÜENZA ES UNA COMPLETA PENDEJO Y HAY QUE LINCHARLO ENTRE TODOS.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Este tipo se comporta como una mediocre y da asco que exista.,1
"Esa basura debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El creador se comporta como una plaga y ojalá te pase algo malo.,1
"Esa lacra debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
"Este delincuente debería estar en la cárcel, escoria social.",1
Mugroso resentido insulta a todos como manoso y deberían banearlo ya.,1
Esa lacra resultó ser una mentiroso y debería desaparecer ya.,1
"Ese usuario debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Usurero resultó ser una idiota y hay que quemar todo.,1
Gente ignorante es una completa escoria y eres un peligro social.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Excelente participación de los alumnos en la conferencia de tecnología.,0
El streamer da asco ver que es una mierda y da asco que exista.,1
"Esa basura debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
EL CANDIDATO NO ES MÁS QUE UNA CORRUPTO Y OJALÁ TE PASE ALGO MALO.,1
"ESE SINVERGÜENZA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
USURERO NO ES MÁS QUE UNA CHILLÓN Y DA ASCO QUE EXISTA.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
USURERO AY QUE QUEMAR ELEKTRA NO COMPRAR NADA.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
El político es una completa cabrón y da asco que exista.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Ese mentiroso roba y es una mierda y deberían banearlo ya.,1
GENTE IGNORANTE RESULTÓ SER UNA IMBÉCIL Y DEBERÍAN BANEARLO YA.,1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
"Los trabajadores debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Este ratero roba y es una idiota y hay que lincharlo entre todos.,1
"ESE SINVERGÜENZA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Excelente video amigo muchas gracias por compartir la información.,0
"El streamer debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
ESA BASURA DEMUESTRA SER UNA PARÁSITO Y NADIE LE CREE NADA.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
El político resultó ser una ignorante y eres un peligro social.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Pinche perro se comporta como una basura y hay que quemar todo.,1
MUGROSO RESENTIDO ROBA Y ES UNA ESCORIA Y DEBERÍAN BANEARLO YA.,1
Muchas gracias por mantenernos informados todos los días.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
El candidato da asco ver que es una corrupto y eres un peligro social.,1
Usurero ay que quemar Elektra no comprar nada.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"Usurero debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Está cabrón terminar este proyecto final para el lunes.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Los trabajadores debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
El streamer resultó ser una pendejo y deberían banearlo ya.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
"Gente ignorante debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Gente ignorante resultó ser una manoso y nadie le cree nada.,1
Ese usuario resultó ser una ratero y da asco que exista.,1
Puta madre me dolió mucho el golpe en el pie.,0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Esa mujer demuestra ser una inepto y eres un peligro social.,1
"Qué pinche asco de persona, una verdadera basura humana.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Los trabajadores no es más que una lacra y hay que quemar todo.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
GENTE IGNORANTE ROBA Y ES UNA PLAGA Y DEBERÍA DESAPARECER YA.,1
"El político debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
